test_id,guid,test_date,received_date,desktop_device_id,platform,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,isp_name,is_isp,connection_type,location_type,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,postal_code,client_ipv6_address,km_between
126554276,"577491F6ED3444DBB6DAFD540DBDB011","2019-09-01 00:04:39","2019-09-01 00:05:14","8273144","5","82.176.xxx.xxx",42227,28099,11,"Middelburg","Netherlands","NL",51.5000,3.6167,"DELTA","ZeelandNet BV","1","2","2","Netherlands","NL","Zeeland","ZE","Zierikzee",51.650,3.916,16.5522,"4301 Zierikzee, Netherlands","Zierikzee","locality","Netherlands","NL","Zeeland","Schouwen-Duiveland","","4301","",26.6085
126554277,"799061B205DA4FE8AD243D01CF78622D","2019-09-01 00:04:30","2019-09-01 00:05:14","8394398","5","149.233.xxx.xxx",1206,598,48,"Norderstedt","Germany","DE",53.7064,10.0103,"wilhelm.tel","wilhelm.tel","1","2","2","Germany","DE","Hamburg","HH","Hamburg",53.550,10.000,10.8267,"Hamburg, Germany","Hamburg","locality","Germany","DE","Hamburg","","","22419","",17.4044
126554278,"F7B1A79634234F73B1DE0E2DBDBB62D6","2019-09-01 00:05:15","2019-09-01 00:05:15","331278","4","50.244.xxx.xxx",118201,22853,14,"Houston, TX","United States","US",29.7631,-95.3631,"Comcast","Comcast Business","1","22","1","United States","US","Texas","TX","Houston",29.921,-95.609,18.3922,"Houston, TX, USA","Houston","locality","United States","US","Texas","Harris County","","77003","",29.5664
126554279,"385206DAF5CF4DABA1F320743B11CFC8","2019-09-01 00:04:45","2019-09-01 00:05:15","7705398","5","176.158.xxx.xxx",946241,321282,10,"Pau","France","FR",43.2951,-0.3708,"Axione","BOUYGUES TELECOM","1","22","2","France","FR","Occitanie","OCC","Toulouse",43.600,1.433,93.0184,"Toulouse, France","Toulouse","locality","France","FR","Midi-Pyrénées","Haute-Garonne","","31000","",149.532
126554280,"A35AC1DCD5524E5DABBEA78232AF1799","2019-09-01 00:04:39","2019-09-01 00:05:15","8056806","5","148.69.xxx.xxx",27576,42352,18,"Lisbon","Portugal","PT",38.7000,-9.1833,"Vodafone PT","Vodafone Portugal","1","2","2","Portugal","PT","Setubal","15","Barreiro",38.666,-9.066,6.70402,"2830, Portugal","Barreiro","locality","Portugal","PT","Setubal","","","2830","",10.7771
126554281,"D88A695E63844D9EB55BAD1B77F117E4","2019-09-01 00:04:22","2019-09-01 00:05:15","929919","5","49.36.xxx.xxx",88916,94636,12,"New Delhi","India","IN",28.6100,77.2300,"Powergrid Corporation of India Limited","Jio","1","22","2","India","IN","Delhi","DL","New Delhi",28.600,77.200,1.94909,"New Delhi, Delhi 110001, India","New Delhi","locality","India","IN","Delhi","","","110011","",3.13326
126554282,"229360CD096B4ABA9218E8B336C409DF","2019-09-01 00:04:38","2019-09-01 00:05:15","8408909","5","77.21.xxx.xxx",49131,3783,15,"Frankfurt","Germany","DE",50.1109,8.6821,"Vodafone DE","Vodafone Kabel Deutschland","1","2","1","Germany","DE","Saarland","SL","Voelklingen",49.250,6.850,101.335,"Völklingen, Germany","Völklingen","locality","Germany","DE","Saarland","Saarbrücken","","66333","",162.902
126554283,"6A36B142DDE24B819025C9AC8D413FAA","2019-09-01 00:05:15","2019-09-01 00:05:15","8426574","4","165.73.xxx.xxx",6708,48717,2,"Johannesburg","South Africa","ZA",-26.2044,28.0456,"rain","AFRIHOST FIBRE","1","2","2","South Africa","ZA","Gauteng","GT","Johannesburg",-26.192,28.071,1.77434,"Johannesburg South, South Africa","Johannesburg South","locality","South Africa","ZA","Gauteng","City of Johannesburg Metropolitan Municipality","City of Johannesburg Metropolitan Municipality","2190","",2.85234
126554284,"90C982AEA30C4A1AB81BE3A4F2EAC627","2019-09-01 00:05:16","2019-09-01 00:05:16","2153889","4","69.181.xxx.xxx",47568,5823,11,"San Jose, CA","United States","US",37.3041,-121.8727,"Sprint","Comcast Cable","1","2","1","United States","US","California","CA","Saratoga",37.253,-122.063,11.0759,"Saratoga, CA, USA","Saratoga","locality","United States","US","California","Santa Clara County","","95070","",17.8051
126554285,"0E9EC51F356142E989136E86A8A24FFA","2019-09-01 00:05:00","2019-09-01 00:05:16","6866769","5","217.72.xxx.xxx",949466,26261,4,"Rosenheim","Germany","DE",47.8500,12.1333,"Komro GmbH","Komro GmbH","1","22","2","Germany","DE","Bavaria","BY","Rosenheim",47.850,12.133,0,"Rosenheim, Germany","Rosenheim","locality","Germany","DE","Bavaria","Upper Bavaria","","83022","",0
126554286,"E4EF2D7078C54C9BADCBA1361E4B5041","2019-09-01 00:05:18","2019-09-01 00:05:18","2363196","4","5.103.xxx.xxx",40952,102495,2,"Copenhagen","Denmark","DK",55.6750,12.5687,"Hiper A/S","FIBIA P/S","1","2","2","Denmark","DK","Capital Region of Denmark","84","Hvidovre",55.650,12.483,3.75394,"2650 Hvidovre, Denmark","Hvidovre","locality","Denmark","DK","Capital Region of Denmark","Hvidovre Municipality","","2650","",6.03466
126554287,"22F3EE9A1CA54EE4B1D1271982DB58AE","2019-09-01 00:04:43","2019-09-01 00:05:19","8426516","5","120.230.xxx.xxx",86141,14544,4,"Guangzhou","China","CN",23.1333,113.2667,"China Mobile,Guangdong","China Mobile Guangdong","1","2","2","China","CN","Guangdong","GD","Guangzhou",23.116,113.250,1.56439,"Guangzhou, Guangdong, China","Guangzhou","locality","China","CN","Guangdong","","","","",2.51484
126554288,"156CB6B6420E46A7A36AA024F8EC88CB","2019-09-01 00:04:43","2019-09-01 00:05:21","8225639","5","171.97.xxx.xxx",128828,39134,11,"Bangkok","Thailand","TH",13.7500,100.4833,"RMUTP","True Internet","1","22","2","Thailand","TH","Bangkok","10","Bangkok",13.750,100.516,2.24418,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10170","",3.60764
126554289,"5F1A3A7CE3D34A2B90B01FC7C9420F4D","2019-09-01 00:05:22","2019-09-01 00:05:22","982992","4","27.5.xxx.xxx",29921,22912,228,"Vancouver, BC","Canada","CA",49.2505,-123.1119,"Frontier Networks Inc","Hathway","1","2","2","India","IN","Tamil Nadu","TN","Chennai",13.083,80.283,7908.49,"Chennai, Tamil Nadu, India","Chennai","locality","India","IN","Tamil Nadu","Tiruvallur","","600010","",12713.3
126554290,"F1DE7FFA72A04A07AC083F640EACD1C9","2019-09-01 00:04:48","2019-09-01 00:05:25","6349775","5","152.32.xxx.xxx",14393,29081,2,"Manila","Philippines","PH",14.5800,121.0000,"Nowcorporation","Converge ICT Solutions","1","22","2","Philippines","PH","Metro Manila","00","Manila",14.600,120.966,2.62363,"Philippines","Philippines","country","Philippines","PH","","","","","",4.21763
126554291,"C22F71D1B37D40D69C4ADF359DC8598C","2019-09-01 00:05:05","2019-09-01 00:05:25","7625437","4","79.42.xxx.xxx",17614,0,40,"Aversa","Italy","IT",40.9667,14.2000,"YouCall","UNKNOWN","","2","2","Italy","IT","Campania","72","Aversa",40.966,14.200,0,"","","","","","","","","","",0
126554292,"B2F77C26015947EF9074DE039ECB462D","2019-09-01 00:04:54","2019-09-01 00:05:26","2691439","5","178.216.xxx.xxx",542981,587693,1,"Samara","Russian Federation","RU",53.2415,50.2212,"TK-Telecom, OOO","ION","1","22","2","Russia","RU","Samara Oblast","SAM","Kinel'",53.233,50.650,17.7608,"Ust'-Kinelskiy, Samarskaya oblast', Russia","Ust'-Kinelskiy","locality","Russia","RU","Samara Oblast","gorod Kinel'","","446442","",28.5514
126554293,"748DF5009DAA4FC28B9831257AF6F7D4","2019-08-31 23:45:13","2019-09-01 00:05:26","6548579","4","203.218.xxx.xxx",0,0,6,"Hong Kong","China","HK",22.2500,114.1667,"Website Solution Limited","UNKNOWN","","2","2","Hong Kong","HK","UNKNOWN","??","Central District",22.283,114.150,2.53939,"","","","","","","","","","",4.08221
126554294,"5BF452B3427349C5BE7AD5B11BCF217B","2019-09-01 00:05:27","2019-09-01 00:05:27","2580652","4","46.147.xxx.xxx",90272,90257,1,"Naberezhnye Chelny","Russian Federation","RU",55.6833,52.3167,"DOM.RU","JSC ER-Telecom Holding","1","22","1","Russia","RU","Tatarstan","TA","Nizhnekamsk",55.638,51.816,19.7482,"Nizhnekamsk, Tatarstan, Russia","Nizhnekamsk","locality","Russia","RU","Tatarstan","Nizhnekamsky District","","423585","",31.7463
126554295,"E904D8BD941544E6A5AFBF2A26D5892E","2019-09-01 00:05:27","2019-09-01 00:05:27","4760451","4","144.137.xxx.xxx",46338,18486,2,"Brisbane","Australia","AU",-27.4728,153.0278,"Telstra","Telstra Internet","1","22","1","Australia","AU","Queensland","QLD","Mount Cotton",-27.633,153.233,16.7952,"Mount Cotton QLD, Australia","Mount Cotton","locality","Australia","AU","Queensland","Redland City","","4165","2001:8003:79ad:870x:xxxx:xxxx:xxxx:xxxx",26.9992
126554296,"9596343C07CA422CAFAC5B029A8A884E","2019-09-01 00:04:40","2019-09-01 00:05:27","8024857","5","152.32.xxx.xxx",9904,30111,3,"Manila","Philippines","PH",14.5800,121.0000,"Smart Communications Inc.","Converge ICT Solutions","1","2","1","Philippines","PH","Metro Manila","00","Manila",14.600,120.966,2.62363,"Manila, Metro Manila, Philippines","Manila","locality","Philippines","PH","Metro Manila","","","1008","",4.21763
126554297,"AD17F80C1A2D4485A7C1FD7788A55C4A","2019-09-01 00:04:53","2019-09-01 00:05:28","4287490","5","45.121.xxx.xxx",45575,19231,16,"Sydney","Australia","AU",-33.8600,151.2111,"Over the Wire","GSL Networks Pty","1","22","2","Australia","AU","New South Wales","NSW","Concord",-33.866,151.100,6.39799,"Burwood NSW 2134, Australia","Burwood","locality","Australia","AU","New South Wales","Burwood Council","","2134","",10.2851
126554298,"F1B55C5FFDDF4641B50967FBACB51898","2019-09-01 00:04:53","2019-09-01 00:05:29","8426575","5","91.92.xxx.xxx",47693,70462,2,"Tehran","Iran, Islamic Republic of","IR",35.6833,51.4167,"TCI","Iran Telecommunication Company PJS","1","2","1","Iran","IR","Tehran","07","Tehran",35.726,51.330,5.67994,"Tehran, Tehran, Iran","Tehran","locality","Iran","IR","Tehran","Tehran","","","",9.13081
126554299,"0FC015FFB08E42D8A448F76115251044","2019-09-01 00:04:56","2019-09-01 00:05:29","8426576","5","178.218.xxx.xxx",224967,203069,2,"Tomilino","Russia","RU",55.6500,37.9500,"OOO CDMS","AVK-Wellcom Ltd.","1","2","1","Russia","RU","Moscow Oblast","MOS","Tomilino",55.656,37.937,0.664343,"Tomilino, Moscow Oblast, Russia","Tomilino","locality","Russia","RU","Moscow Oblast","Lyuberetsky District","","140070","",1.06797
126554300,"E005D219C0AB4E9594BFBD38D27F7C19","2019-09-01 00:04:55","2019-09-01 00:05:29","5968591","5","103.139.xxx.xxx",6823,6803,9,"Dhaka","Bangladesh","BD",23.7000,90.3667,"Aamra Technologies Limited","SSTN Technology","1","22","2","Bangladesh","BD","Dhaka Division","C","Dhaka",23.723,90.408,3.09393,"Dhaka 1000-1200, Bangladesh","Dhaka","locality","Bangladesh","BD","Dhaka Division","Dhaka","","1205","",4.97366
126554301,"96754837B0A24847A12B9591D02A0ED3","2019-09-01 00:04:57","2019-09-01 00:05:30","8111380","5","73.78.xxx.xxx",481794,1404,9,"Denver, CO","United States","US",39.7392,-104.9903,"Sharktech Inc.","Comcast Cable","1","22","2","United States","US","Colorado","CO","Westminster",39.830,-105.034,6.71216,"Westminster, CO, USA","Westminster","locality","United States","US","Colorado","Adams County","","80030","",10.7902
126554302,"C89302BA9DBF42F0B6C72479DC4F4F17","2019-09-01 00:02:50","2019-09-01 00:05:30","7529177","5","98.143.xxx.xxx",9540,1850,12,"McMinnville, TN","United States","US",35.6866,-85.7801,"Ben Lomand Telephone","Bledsoe Telephone Cooperative Corporation","1","22","2","United States","US","Tennessee","TN","Dunlap",35.425,-85.383,28.7535,"Dunlap, TN 37327, USA","Dunlap","locality","United States","US","Tennessee","Sequatchie County","","37327","",46.2228
126554303,"CA1296AD9D634817818A2D8E57EE55E5","2019-09-01 00:05:32","2019-09-01 00:05:32","3581898","4","36.75.xxx.xxx",7001,3988,13,"Makassar","Indonesia","ID",-5.1333,119.4167,"PT. Telekomunikasi Indonesia","PT TELKOM INDONESIA","1","2","1","Indonesia","ID","South Sulawesi","SN","Makassar",-5.140,119.422,0.594029,"Makassar, Makassar City, South Sulawesi, Indonesia","Makassar","locality","Indonesia","ID","South Sulawesi","Makassar City","","90125","",0.954933
126554304,"03F0943DA7AD450791C20A5AFC649514","2019-09-01 00:04:58","2019-09-01 00:05:34","8379792","5","202.184.xxx.xxx",526022,506777,2,"Shah Alam","Malaysia","MY",3.0833,101.5333,"TIME dotcom Bhd.","Tt Dotcom Sdn Bhd","1","22","2","Malaysia","MY","Selangor","10","Petaling Jaya",3.083,101.650,8.06044,"Petaling Jaya, Selangor, Malaysia","Petaling Jaya","locality","Malaysia","MY","Selangor","Petaling","","47301","",12.9576
126554305,"284D2C06DBF446C9B0BC055B1E38D99E","2019-09-01 00:04:53","2019-09-01 00:05:35","2911705","5","122.178.xxx.xxx",5867,6266,6,"Coimbatore","India","IN",11.0183,76.9725,"Airtel Broadband","Airtel Broadband","1","2","1","India","IN","Tamil Nadu","TN","Coimbatore",11.000,76.966,1.32578,"Coimbatore, Tamil Nadu 641001, India","Coimbatore","locality","India","IN","Tamil Nadu","Coimbatore","","641004","",2.13127
126554306,"EF174F58B66A47E5972C6CEA363038E1","2019-09-01 00:04:46","2019-09-01 00:05:35","8305177","5","5.45.xxx.xxx",25833,4033,24,"Amman","Jordan","JO",31.9500,35.9333,"MADA","Umniah Lil-Hawatef Al-Mutanaqelah Co.","1","22","2","Jordan","JO","Habaka","IR","Irbid",32.555,35.850,42.1719,"Irbid, Jordan","Irbid","locality","Jordan","JO","Habaka","Irbid Qasabah District","","","",67.7936
126554307,"7639DCF4FFC2400DBEC7734ACF1E5DEB","2019-09-01 00:04:58","2019-09-01 00:05:35","6052833","5","113.102.xxx.xxx",20748,12556,8,"Guangzhou","CN","CN",23.1333,113.2667,"ChinaTelecom-GZ","China Telecom Guangdong","1","22","1","China","CN","Guangdong","GD","Zhaoqing",23.050,112.450,52.2839,"Zhaoqing, Guangdong, China","Zhaoqing","locality","China","CN","Guangdong","","","","",84.0491
126554308,"01339DE320BB4747A25F545B6715B6EC","2019-09-01 00:04:59","2019-09-01 00:05:36","8367410","5","178.254.xxx.xxx",20093,4138,19,"Arandjelovac","Serbia","RS",44.3037,20.5614,"Optel Telekom","Orion Telekom Tim d.o.o.Beograd","1","22","2","Serbia","RS","UNKNOWN","??",\N,44.000,21.000,30.2508,"Serbia","Serbia","country","Serbia","RS","","","","","",48.6298
126554309,"98C88812CAF94DE78FECF2AA83CD2FA9","2019-09-01 00:11:21","2019-09-01 00:05:36","7819729","5","37.113.xxx.xxx",57469,91330,3,"Yaroslavl","Russian Federation","RU",57.6167,39.8500,"JSC \"ER-Telecom Holding\"","JSC ER-Telecom Holding","1","2","2","Russia","RU","Yaroslavl Oblast","YAR","Yaroslavl",57.619,39.855,0.29336,"Sarafonovo, Yaroslavskaya oblast', Russia, 150508","Sarafonovo","locality","Russia","RU","Yaroslavl Oblast","Yaroslavsky District","","150508","",0.471591
126554310,"57478A3360C54E9CA05079D923F72FD3","2019-09-01 00:04:28","2019-09-01 00:05:37","8345390","5","92.37.xxx.xxx",428,2246,32,"Ljubljana","Slovenia","SI",46.0500,14.5000,"Telemach d.o.o.","A1 Slovenija","1","2","1","Slovenia","SI","Ljubljana","061","Ljubljana",46.055,14.514,0.782513,"Ljubljana, Slovenia","Ljubljana","locality","Slovenia","SI","Ljubljana","Ljubljana","","1000","",1.25793
126554311,"7CEEF1370DFA4655AA6370A05CA17067","2019-09-01 00:22:18","2019-09-01 00:05:37","8378986","5","164.100.xxx.xxx",64630,16459,69,"Bhilai","India","IN",21.1938,81.3509,"Navyug Networks Info Private Limited","NICNET, INDIA","0","22","2","India","IN","Chhattisgarh","CT","Raipur",21.233,81.633,18.413,"Raipur, Chhattisgarh 492001, India","Raipur","locality","India","IN","Chhattisgarh","Raipur","","492001","",29.5999
126554312,"BAA2CC5CEF2946E5A57F1200CB7B561E","2019-09-01 00:05:01","2019-09-01 00:05:37","6370365","5","217.72.xxx.xxx",497276,88884,31,"Rosenheim","Germany","DE",47.8500,12.1333,"Komro GmbH","Komro GmbH","1","22","2","Germany","DE","Bavaria","BY","Rosenheim",47.850,12.133,0,"Rosenheim, Germany","Rosenheim","locality","Germany","DE","Bavaria","Upper Bavaria","","83022","",0
126554313,"410E381C168B40DAA9C7B033A89EE2C1","2019-09-01 00:05:05","2019-09-01 00:05:38","8426550","5","88.212.xxx.xxx",56930,74874,2,"Kosice","Slovakia","SK",48.7161,21.2614,"ANTIK Telecom","ANTIK Telecom s.r.o","1","2","2","Slovakia","SK","Košice Region","KI","Košice",48.716,21.250,0.521947,"Košice, Slovakia","Košice","locality","Slovakia","SK","Košice Region","","","040 01","",0.839057
126554314,"93AC4C7CED1D48FCAF76D62B51FC3A2A","2019-09-01 00:05:38","2019-09-01 00:05:38","1244411","4","100.4.xxx.xxx",54807,151767,4,"Chesapeake, VA","United States","US",36.7674,-76.2874,"Tachyon Dynamics","Verizon FiOS","1","2","1","United States","US","Virginia","VA","Chesapeake",36.755,-76.292,0.856422,"Chesapeake, VA, USA","Chesapeake","locality","United States","US","Virginia","","","23321","",1.37674
126554315,"1D52EC430FCD42E090F5E7A7ADD4999B","2019-09-01 00:05:39","2019-09-01 00:05:39","988053","4","148.252.xxx.xxx",7881,510,49,"Braintree","Great Britain","GB",51.8780,0.5500,"CSD Network Services Ltd","Vodafone","1","2","1","United Kingdom","GB","Essex","ESS","Essex",51.733,0.483,10.4075,"CM0, UK","Steeple","locality","United Kingdom","GB","England","Essex","Maldon District, Steeple","CM0","",16.7306
126554316,"82189753E14246D4A6F72858371A3576","2019-09-01 00:05:05","2019-09-01 00:05:39","2677873","5","186.137.xxx.xxx",55888,9612,7,"Buenos Aires","Argentina","AR",-34.6036,-58.3817,"Convergia Argentina","Cablevision Argentina","1","22","2","Argentina","AR","Autonomous City of Buenos Aires","C","Buenos Aires",-34.603,-58.381,0.0215965,"Buenos Aires, Autonomous City of Buenos Aires, Argentina","Buenos Aires","locality","Argentina","AR","Autonomous City of Buenos Aires","","","C1048","",0.0347175
126554317,"14A60F154D28400DB047B98018991FA6","2019-09-01 00:05:03","2019-09-01 00:05:39","8426577","5","86.49.xxx.xxx",303250,17585,15,"Liberec","Czech Republic","CZ",50.7663,15.0543,"Artemis NET s.r.o.","UPC Ceska Republica","1","22","1","Czech Republic","CZ","Liberec Region","51","Liberec",50.763,15.065,0.509056,"Liberec, Czech Republic","Liberec","locality","Czech Republic","CZ","Liberec Region","Liberec District","","460 01","",0.818334
126554318,"CE80C936DE444EFCABA10AE465886BAA","2019-09-01 00:04:44","2019-09-01 00:05:39","1244411","4","100.4.xxx.xxx",45825,0,5,"Chesapeake, VA","United States","US",36.7674,-76.2874,"Tachyon Dynamics","UNKNOWN","","2","1","United States","US","Virginia","VA","Portsmouth",36.833,-76.340,5.44481,"","","","","","","","","","",8.75281
126554319,"12B76546749E4370BC19CC8E48E291E5","2019-09-01 00:05:39","2019-09-01 00:05:39","7772017","4","117.139.xxx.xxx",129581,42851,6,"Chengdu","China","CN",30.6586,104.0647,"China Mobile Group Sichuan Co.,Ltd.","China Mobile Guangdong","1","2","2","China","CN","Sichuan","SC","Chengdu",30.666,104.066,0.571602,"Chengdu, Sichuan, China","Chengdu","locality","China","CN","Sichuan","","","","",0.91888
126554320,"5F577DAF8F7E49F2BA7BEB938103ED0F","2019-09-01 00:05:06","2019-09-01 00:05:39","7217839","5","190.117.xxx.xxx",26873,13873,20,"Villa Salvador","Peru","PE",-12.2162,-76.9415,"América Móvil Perú SAC","Claro Peru","1","22","2","Peru","PE","Ica","ICA","Ica",-14.068,-75.725,152.039,"Ica, Peru","Ica","locality","Peru","PE","Ica","Ica","","11001","",244.411
126554321,"621BA3C757E840A78BD0A80FE0F05286","2019-08-31 23:15:23","2019-09-01 00:05:39","2677873","5","186.137.xxx.xxx",54969,32473,9,"Buenos Aires","Argentina","AR",-34.6036,-58.3817,"IXP CABASE","Cablevision Argentina","1","22","2","Argentina","AR","Autonomous City of Buenos Aires","C","Buenos Aires",-34.603,-58.381,0.0215965,"Buenos Aires, Autonomous City of Buenos Aires, Argentina","Buenos Aires","locality","Argentina","AR","Autonomous City of Buenos Aires","","","C1048","",0.0347175
126554322,"883EAA18944B48319F90A0D0BE7CF841","2019-09-01 00:05:05","2019-09-01 00:05:40","8420067","5","78.98.xxx.xxx",58780,14233,7,"Zvolen","Slovakia","SK",48.5762,19.1371,"Detronics s.r.o.","Slovak Telecom","1","2","2","Slovakia","SK","Banská Bystrica Region","BC","Zvolen",48.583,19.133,0.521172,"Sása, Slovakia","Sása","locality","Slovakia","SK","Banská Bystrica Region","Zvolen District","","962 62","",0.837811
126554324,"C6AD39699E7E4F88915A994BF85F029A","2019-09-01 00:04:58","2019-09-01 00:05:40","8424555","5","201.175.xxx.xxx",386,927,47,"Zapopan","Mexico","MX",20.7167,-103.4000,"izzi","AT&T Mexico","1","2","2","Mexico","MX","Jalisco","JAL","Zapopan",20.716,-103.400,0,"Zapopan, Jalisco, Mexico","Zapopan","locality","Mexico","MX","Jalisco","Zapopan","","45150","",0
126554325,"AE38D3980C2B483F918C4026848DBCBE","2019-09-01 00:05:00","2019-09-01 00:05:41","6765174","5","112.208.xxx.xxx",56929,23119,4,"Taguig","Philippines","PH",14.5176,121.0509,"Globe Telecom","Philippine Long Distance Telephone","1","2","2","Philippines","PH","Calabarzon","40","Imus",14.429,120.936,9.77619,"Imus, Cavite, Philippines","Imus","locality","Philippines","PH","Calabarzon","Cavite","","","",15.7157
126554326,"DA0BCDEDEF0E417F98CFC569B4B786B8","2019-09-01 00:05:41","2019-09-01 00:05:41","6371065","4","139.180.xxx.xxx",779153,457329,17,"Wellington","New Zealand","NZ",-41.2889,174.7772,"CityLink Ltd","TrustPower","1","22","2","New Zealand","NZ","Wellington","WGN","Wellington",-41.195,174.780,6.49041,"Wellington, New Zealand","Wellington","locality","New Zealand","NZ","Wellington","Wellington City","","6012","",10.4337
126554327,"7062BA97BCDF4B39B455013283ABE445","2019-09-01 00:03:21","2019-09-01 00:05:42","8192634","5","151.43.xxx.xxx",725,32379,44,"Rome","Italy","IT",41.9000,12.5000,"Wind Tre","Wind Tre","1","2","2","Italy","IT","UNKNOWN","??",\N,43.147,12.109,88.5807,"Italy","Italy","country","Italy","IT","","","","","",142.398
126554328,"D002CDE2E2CD47FCB0BCE0CC17E1FEFE","2019-09-01 00:05:42","2019-09-01 00:05:42","3382525","4","185.94.xxx.xxx",51070,5142,22,"Milan","Italy","IT",45.4640,9.1916,"Telecom Italia S.p.A.","M247 Ltd","1","0","2","Italy","IT","Lombardy","25","Milan",45.464,9.189,0.103935,"Milan, Italy","Milan","locality","Italy","IT","Lombardy","Metropolitan City of Milan","Milan","20121","",0.167081
126554329,"596BA246C049498AA553CBF8762B1DB2","2019-09-01 00:04:40","2019-09-01 00:05:42","8424430","5","118.99.xxx.xxx",1062,27,480,"Semarang","Indonesia","ID",-6.9667,110.4167,"Hutchison 3 Indonesia SMG","Biznet Networks","1","2","2","Indonesia","ID","Central Java","JT","Pekalongan",-6.883,109.666,51.8214,"Pekalongan, Pekalongan City, Central Java, Indonesia","Pekalongan","locality","Indonesia","ID","Central Java","Pekalongan City","","51126","",83.3056
126554330,"D439022EA4AA4541B6016D21179459FD","2019-09-01 00:05:21","2019-09-01 00:05:45","8422964","5","93.174.xxx.xxx",168992,43093,6,"Warsaw","Poland","PL",52.2323,21.0084,"i3D.net","JMDI Jacek Maleszko","1","2","2","Poland","PL","Masovian Voivodeship","MZ","Warsaw",52.250,21.000,1.27498,"03, Poland","Warsaw","locality","Poland","PL","Masovian Voivodeship","Warszawa","Warszawa","03","",2.04959
126554331,"B83D4E6F382C48DDBC7D03BC01ADDA89","2019-09-01 00:05:09","2019-09-01 00:05:46","8167459","5","46.177.xxx.xxx",44797,6257,17,"Athens","Greece","GR",37.9778,23.7278,"Vodafone - Panafon S.A.","Vodafone Greece Broadband","1","2","2","Greece","GR","Attica","I","Athens",37.983,23.733,0.481087,"Athens, Greece","Athens","locality","Greece","GR","Attica","Attica","Kentrikos Tomeas Athinon, Athens, Athina","106 81","",0.773373
126554332,"1C23B7F50774405DBFC5D6E3C97B8D7A","2019-09-01 00:05:46","2019-09-01 00:05:46","8012861","4","98.142.xxx.xxx",93464,42553,194,"Los Angeles, CA","United States","US",34.0500,-118.2500,"Sharktech Inc.","Cluster Logic Inc","0","22","2","United States","US","California","CA","Los Angeles",34.003,-118.433,11.0086,"Los Angeles, CA, USA","Los Angeles","locality","United States","US","California","Los Angeles County","","90057","",17.6969
126554333,"73B60737A585418785A35FF58BE000C0","2019-09-01 00:05:03","2019-09-01 00:05:47","2860502","5","24.18.xxx.xxx",33882,7304,11,"Langley, WA","United States","US",48.0401,-122.4063,"Whidbey Telecom","Comcast Cable","1","2","2","United States","US","Washington","WA","Everett",47.946,-122.197,11.6219,"Everett, WA, USA","Everett","locality","United States","US","Washington","Snohomish County","","98208","",18.6828
126554334,"B60472D735C14DB88A78E0857BD6A1BB","2019-09-01 00:05:47","2019-09-01 00:05:47","6525229","4","66.222.xxx.xxx",106218,42000,13,"Edmonton, AB","Canada","CA",53.5472,-113.5006,"Shaw Communications","TELUS Communications","1","2","1","Canada","CA","Alberta","AB","Edmonton",53.542,-113.497,0.331517,"Edmonton, AB T5B, Canada","Edmonton","locality","Canada","CA","Alberta","Division No. 11","","T5B","",0.532932
126554335,"28F9BC555C9D4B4295E9CE8F81D589DD","2019-09-01 00:05:13","2019-09-01 00:05:48","7991880","5","92.206.xxx.xxx",385978,11241,12,"Leipzig","Germany","DE",51.3333,12.3833,"TELE AG","Tele Columbus AG","1","22","2","Germany","DE","Thuringia","TH","Altenburg",50.983,12.450,24.3821,"Altenburg, Germany","Altenburg","locality","Germany","DE","Thuringia","Altenburger Land","","04600","",39.1955
126554336,"9B5C26A889884BA9A66B398E2C39E317","2019-09-01 00:05:13","2019-09-01 00:05:48","8417369","5","118.86.xxx.xxx",479563,13334,17,"Tokyo","Japan","JP",35.6833,139.6833,"GLBB Japan","Jupiter Telecommunications Co.","1","2","2","Japan","JP","Tokyo","13","Ōta-ku",35.561,139.716,8.63686,"Ota, Tokyo, Japan","Ota","locality","Japan","JP","Tokyo","","","146-0094","",13.8842
126554337,"1268F23159E94C51A2501CC1B334DC77","2019-08-31 11:59:48","2019-09-01 00:05:49","2123497","4","82.27.xxx.xxx",182228,0,11,"Bromley","Great Britain","GB",51.4022,0.0185,"Virgin Media","UNKNOWN","","2","1","United Kingdom","GB","Lewisham","LEW","Lewisham",51.450,-0.016,3.63835,"","","","","","","","","","",5.84884
126554338,"62DFE5E38D2247A09C7DBDDCCC0D652D","2019-09-01 00:05:14","2019-09-01 00:05:49","7534711","5","152.32.xxx.xxx",1733,459,2,"Manila","Philippines","PH",14.5800,121.0000,"Globe Telecom","Converge ICT Solutions","1","2","1","Philippines","PH","Metro Manila","00","Manila",14.600,120.966,2.62363,"Manila, Metro Manila, Philippines","Manila","locality","Philippines","PH","Metro Manila","","","1008","",4.21763
